Catch,Header,CruiseLocalID,HaulGear,HaulNumber,CatchDataType,CatchSpeciesCode,CatchSpeciesValidity,CatchSpeciesCategory,CatchSpeciesCategoryNumber,CatchWeightUnit,CatchSpeciesCategoryWeight,CatchSpeciesSex,CatchSubsampledNumber,CatchSubsamplingFactor,CatchSubsampleWeight,CatchLengthCode,CatchLengthClass,CatchLengthType,CatchNumberAtLength,CatchWeightAtLength
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,140,1,4,64.0
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,145,1,4,73.2
Catch,Record,20159001,PEL,13,R,127219,1,1,6,kg,0.168,,6,1,0.168,cm,100,1,2,
Catch,Record,20159001,PEL,13,R,127219,1,1,6,kg,0.168,,6,1,0.168,cm,110,1,2,
Catch,Record,20159001,PEL,13,R,127219,1,1,6,kg,0.168,,6,1,0.168,cm,130,1,1,
Catch,Record,20159001,PEL,13,R,127219,1,1,6,kg,0.168,,6,1,0.168,cm,160,1,1,
Catch,Record,20159001,PEL,13,R,126505,1,1,71,kg,1.99,,71,1,1.99,cm,30,1,5,
Catch,Record,20159001,PEL,13,R,126505,1,1,71,kg,1.99,,71,1,1.99,cm,40,1,2,
Catch,Record,20159001,PEL,13,R,126505,1,1,71,kg,1.99,,71,1,1.99,cm,50,1,22,
Catch,Record,20159001,PEL,13,R,126505,1,1,71,kg,1.99,,71,1,1.99,cm,60,1,37,
Catch,Record,20159001,PEL,13,R,126505,1,1,71,kg,1.99,,71,1,1.99,cm,70,1,5,
Catch,Record,20159001,PEL,13,R,126507,1,1,19,kg,0.029,,19,1,0.029,cm,50,1,14,
Catch,Record,20159001,PEL,13,R,126507,1,1,19,kg,0.029,,19,1,0.029,cm,60,1,5,
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,115,1,1,10.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,120,1,3,33.9
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,125,1,10,132.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,130,1,16,137.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,135,1,28,155.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,140,1,40,172.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,145,1,39,180.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,150,1,36,204.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,155,1,44,213.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,160,1,28,227.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,165,1,27,252.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,170,1,15,283.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,175,1,4,118.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,180,1,4,134.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,185,1,7,261.8
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,190,1,3,111.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,195,1,3,132.9
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,200,1,1,57.0
Catch,Record,20159001,PEL,13,R,126417,1,1,310,kg,43.32,,310,1,43.32,halfcm,205,1,1,54.0
Catch,Record,20159001,PEL,13,R,126425,1,1,13,kg,0.175,,13,1,0.175,halfcm,115,1,3,31.5
Catch,Record,20159001,PEL,13,R,126425,1,1,13,kg,0.175,,13,1,0.175,halfcm,125,1,2,25.6
Catch,Record,20159001,PEL,13,R,126425,1,1,13,kg,0.175,,13,1,0.175,halfcm,130,1,3,39.9
Catch,Record,20159001,PEL,13,R,126425,1,1,13,kg,0.175,,13,1,0.175,halfcm,135,1,3,45.6
Catch,Record,20159001,PEL,13,R,126425,1,1,13,kg,0.175,,13,1,0.175,halfcm,140,1,2,31.6
Catch,Record,20159001,PEL,14,R,126505,1,1,105,kg,21.75621301775148,,105,1,21.75621301775148,cm,30,1,1,
Catch,Record,20159001,PEL,14,R,126505,1,1,105,kg,21.75621301775148,,105,1,21.75621301775148,cm,40,1,3,
Catch,Record,20159001,PEL,14,R,126505,1,1,105,kg,21.75621301775148,,105,1,21.75621301775148,cm,50,1,37,
Catch,Record,20159001,PEL,14,R,126505,1,1,105,kg,21.75621301775148,,105,1,21.75621301775148,cm,60,1,61,
Catch,Record,20159001,PEL,14,R,126505,1,1,105,kg,21.75621301775148,,105,1,21.75621301775148,cm,70,1,3,
Catch,Record,20159001,PEL,14,R,126507,1,1,25,kg,0.13136094674556212,,25,1,0.13136094674556212,cm,50,1,18,
Catch,Record,20159001,PEL,14,R,126507,1,1,25,kg,0.13136094674556212,,25,1,0.13136094674556212,cm,60,1,7,
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,70,1,1,2.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,75,1,6,8.4
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,80,1,1,3.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,90,1,1,4.5
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,100,1,1,6.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,105,1,1,7.5
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,125,1,5,62.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,130,1,12,138.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,135,1,14,150.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,140,1,27,159.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,145,1,38,184.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,150,1,46,195.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,155,1,39,211.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,160,1,38,230.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,165,1,35,250.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,170,1,20,265.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,175,1,19,297.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,180,1,10,320.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,185,1,7,268.1
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,190,1,6,231.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,195,1,6,271.2
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,205,1,3,155.1
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,220,1,1,59.0
Catch,Record,20159001,PEL,14,R,126417,1,1,338,kg,49.52662721893491,,338,1,49.52662721893491,halfcm,225,1,1,70.5
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,105,1,3,24.9
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,110,1,3,27.6
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,115,1,10,105.0
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,120,1,2,21.6
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,125,1,1,12.0
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,130,1,6,79.8
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,135,1,7,93.1
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,140,1,3,45.6
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,145,1,1,16.5
Catch,Record,20159001,PEL,14,R,126425,1,1,37,kg,1.5976331360946745,,37,1,1.5976331360946745,halfcm,150,1,1,18.0
Catch,Record,20159001,PEL,15,R,127186,1,1,2,kg,3.0189743589743587,,2,1,3.0189743589743587,cm,300,1,1,248.0
Catch,Record,20159001,PEL,15,R,127186,1,1,2,kg,3.0189743589743587,,2,1,3.0189743589743587,cm,340,1,1,333.0
Catch,Record,20159001,PEL,15,R,126505,1,1,116,kg,84.16692307692307,,116,1,84.16692307692307,cm,30,1,3,
Catch,Record,20159001,PEL,15,R,126505,1,1,116,kg,84.16692307692307,,116,1,84.16692307692307,cm,40,1,17,
Catch,Record,20159001,PEL,15,R,126505,1,1,116,kg,84.16692307692307,,116,1,84.16692307692307,cm,50,1,30,
Catch,Record,20159001,PEL,15,R,126505,1,1,116,kg,84.16692307692307,,116,1,84.16692307692307,cm,60,1,60,
Catch,Record,20159001,PEL,15,R,126505,1,1,116,kg,84.16692307692307,,116,1,84.16692307692307,cm,70,1,6,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,60,1,2,5.4
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,65,1,12,5.4
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,70,1,20,4.6
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,75,1,11,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,80,1,12,6.6
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,85,1,5,12.6
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,90,1,9,10.0
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,95,1,9,23.2
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,100,1,13,58.5
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,105,1,9,65.7
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,110,1,5,40.5
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,115,1,6,57.6
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,120,1,13,108.0
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,125,1,34,61.0
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,130,1,61,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,135,1,57,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,140,1,38,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,145,1,23,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,150,1,12,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,155,1,7,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,160,1,2,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,165,1,4,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,170,1,2,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,175,1,2,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,180,1,3,
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,185,1,1,40.5
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,190,1,1,44.5
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,195,1,1,45.0
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,200,1,1,54.0
Catch,Record,20159001,PEL,15,R,126417,1,1,376,kg,108.89128205128205,,376,1,108.89128205128205,halfcm,215,1,1,63.0
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,95,1,1,5.5
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,110,1,2,17.6
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,115,1,6,
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,120,1,5,57.5
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,125,1,9,105.3
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,130,1,16,54.4
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,135,1,10,42.6
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,140,1,8,107.8
Catch,Record,20159001,PEL,15,R,126425,1,1,59,kg,3.955897435897436,,59,1,3.955897435897436,halfcm,145,1,2,31.0
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,110,1,1,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,120,1,2,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,130,1,5,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,140,1,5,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,150,1,13,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,160,1,16,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,170,1,18,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,180,1,4,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,190,1,5,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,200,1,8,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,210,1,1,
Catch,Record,20159001,PEL,16,R,126736,1,1,79,kg,9.952355689474217,,79,1,9.952355689474217,cm,230,1,1,
Catch,Record,20159001,PEL,16,R,126505,1,1,123,kg,17.93177743169584,,123,1,17.93177743169584,cm,30,1,38,
Catch,Record,20159001,PEL,16,R,126505,1,1,123,kg,17.93177743169584,,123,1,17.93177743169584,cm,40,1,15,
Catch,Record,20159001,PEL,16,R,126505,1,1,123,kg,17.93177743169584,,123,1,17.93177743169584,cm,50,1,35,
Catch,Record,20159001,PEL,16,R,126505,1,1,123,kg,17.93177743169584,,123,1,17.93177743169584,cm,60,1,27,
Catch,Record,20159001,PEL,16,R,126505,1,1,123,kg,17.93177743169584,,123,1,17.93177743169584,cm,70,1,8,
Catch,Record,20159001,PEL,16,R,126507,1,1,13,kg,0.07014876256898127,,13,1,0.07014876256898127,cm,40,1,2,
Catch,Record,20159001,PEL,16,R,126507,1,1,13,kg,0.07014876256898127,,13,1,0.07014876256898127,cm,50,1,9,
Catch,Record,20159001,PEL,16,R,126507,1,1,13,kg,0.07014876256898127,,13,1,0.07014876256898127,cm,60,1,2,
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,55,1,1,1.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,60,1,2,2.6
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,65,1,2,3.6
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,70,1,5,5.4
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,75,1,15,8.4
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,80,1,20,9.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,85,1,39,11.1
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,90,1,21,12.6
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,95,1,21,11.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,100,1,12,63.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,105,1,1,8.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,110,1,2,14.6
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,115,1,7,62.3
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,120,1,6,63.6
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,125,1,32,127.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,130,1,27,130.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,135,1,25,197.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,140,1,10,159.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,145,1,9,163.8
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,150,1,15,193.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,155,1,8,178.4
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,160,1,7,158.9
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,165,1,4,99.6
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,170,1,2,58.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,175,1,3,51.0
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,185,1,2,77.6
Catch,Record,20159001,PEL,16,R,126417,1,1,299,kg,89.87810204150725,,299,1,89.87810204150725,halfcm,195,1,1,
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,100,1,2,15.0
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,105,1,41,83.0
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,110,1,94,93.0
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,115,1,35,97.0
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,120,1,7,71.4
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,125,1,7,83.3
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,130,1,13,127.0
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,135,1,9,123.3
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,140,1,4,62.0
Catch,Record,20159001,PEL,16,R,126425,1,1,213,kg,9.733140806446151,,213,1,9.733140806446151,halfcm,145,1,1,17.5
Catch,Record,20159001,PEL,17,R,127186,1,1,1,kg,0.19,,1,1,0.19,cm,280,1,1,
Catch,Record,20159001,PEL,17,R,126736,1,1,8,kg,0.226,,8,1,0.226,cm,90,1,2,
Catch,Record,20159001,PEL,17,R,126736,1,1,8,kg,0.226,,8,1,0.226,cm,110,1,2,
Catch,Record,20159001,PEL,17,R,126736,1,1,8,kg,0.226,,8,1,0.226,cm,130,1,2,
Catch,Record,20159001,PEL,17,R,126736,1,1,8,kg,0.226,,8,1,0.226,cm,140,1,1,
Catch,Record,20159001,PEL,17,R,126736,1,1,8,kg,0.226,,8,1,0.226,cm,160,1,1,
Catch,Record,20159001,PEL,17,R,127123,1,1,1,kg,0.003394417548263702,,1,1,0.003394417548263702,cm,60,1,1,
Catch,Record,20159001,PEL,17,R,126505,1,1,69,kg,23.9306437152591,,69,1,23.9306437152591,cm,30,1,2,
Catch,Record,20159001,PEL,17,R,126505,1,1,69,kg,23.9306437152591,,69,1,23.9306437152591,cm,40,1,16,
Catch,Record,20159001,PEL,17,R,126505,1,1,69,kg,23.9306437152591,,69,1,23.9306437152591,cm,50,1,29,
Catch,Record,20159001,PEL,17,R,126505,1,1,69,kg,23.9306437152591,,69,1,23.9306437152591,cm,60,1,22,
Catch,Record,20159001,PEL,17,R,126507,1,1,3,kg,0.016972087741318514,,3,1,0.016972087741318514,cm,50,1,2,
Catch,Record,20159001,PEL,17,R,126507,1,1,3,kg,0.016972087741318514,,3,1,0.016972087741318514,cm,60,1,1,
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,60,1,1,1.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,65,1,2,3.6
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,70,1,3,6.9
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,75,1,7,7.5
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,80,1,11,9.6
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,85,1,3,12.9
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,90,1,1,4.5
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,95,1,4,17.1
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,100,1,5,32.5
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,105,1,2,15.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,110,1,2,17.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,120,1,3,34.5
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,125,1,30,129.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,130,1,62,141.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,135,1,67,152.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,140,1,33,171.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,145,1,14,187.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,150,1,12,206.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,155,1,13,231.0
Catch,Record,20159001,PEL,17,R,126417,1,1,305,kg,70.09472237164546,,305,1,70.09472237164546,halfcm,160,1,6,137.4
